lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
6223.399829,2040259.0,3344141.0,3760253.0,3964258.0,3077874.0,3161160.0,3333213.0,5891079.0,4166354.0,5063026.0,3602493.0,4298631.0,3690493.0,3058856.0,863677.0,4948994.0
6223.399869,2053395.0,3360253.0,3772706.0,3975533.0,3087528.0,3168349.0,3338824.0,5893213.0,4181581.0,5079058.0,3615693.0,4309394.0,3699384.0,3065586.0,867848.0,4951074.0
6223.3999084,2054760.0,3357410.0,3766909.0,3966205.0,3075389.0,3154605.0,3323960.0,5878263.0,4181400.0,5075997.0,3609538.0,4299666.0,3687480.0,3052008.0,852669.0,4935975.0
6223.3999484,2040936.0,3343586.0,3756024.0,3958626.0,3070888.0,3152957.0,3324040.0,5880071.0,4164146.0,5061767.0,3598258.0,4291458.0,3681906.0,3049389.0,853181.0,4937719.0
6223.4008287,2053981.0,3357746.0,3768962.0,3968914.0,3078296.0,3156882.0,3325709.0,5878695.0,4181314.0,5076471.0,3612216.0,4302418.0,3690002.0,3054386.0,854691.0,4936797.0
6223.4008716,2041592.0,3343469.0,3755864.0,3958157.0,3070189.0,3151917.0,3323112.0,5879474.0,4165245.0,5061298.0,3598184.0,4290946.0,3681112.0,3048717.0,852104.0,4936994.0
6223.4009077,2043368.0,3348962.0,3758760.0,3962856.0,3076136.0,3158600.0,3330088.0,5886615.0,4167640.0,5066242.0,3602002.0,4296727.0,3687597.0,3055896.0,859709.0,4944738.0
6223.4009438,2045693.0,3351256.0,3768184.0,3973741.0,3087000.0,3169453.0,3339853.0,5894546.0,4174872.0,5070813.0,3611554.0,4307325.0,3698370.0,3066045.0,868749.0,4952365.0
6223.4009793,2056403.0,3360642.0,3771437.0,3972861.0,3082440.0,3161277.0,3329416.0,5882695.0,4182984.0,5079015.0,3614802.0,4306493.0,3693714.0,3059010.0,858376.0,4940578.0
6223.4010198,2043661.0,3344408.0,3756573.0,3958920.0,3070920.0,3152402.0,3324226.0,5880338.0,4169053.0,5061831.0,3598909.0,4291597.0,3681693.0,3049282.0,852621.0,4937399.0
6223.4010597,2042819.0,3346280.0,3759000.0,3961394.0,3074189.0,3156893.0,3328610.0,5885021.0,4166520.0,5063885.0,3601746.0,4294898.0,3685805.0,3054168.0,858008.0,4943250.0
6223.4010997,2047651.0,3354013.0,3767565.0,3971245.0,3085229.0,3168072.0,3340978.0,5895751.0,4176914.0,5072541.0,3610898.0,4305149.0,3696402.0,3065245.0,869117.0,4953554.0
6223.4011394,2056829.0,3361122.0,3772381.0,3973826.0,3085160.0,3165416.0,3333602.0,5886557.0,4182781.0,5079394.0,3615677.0,4307639.0,3696349.0,3062520.0,862493.0,4944077.0
6223.4011791,2047016.0,3346621.0,3756952.0,3958418.0,3070562.0,3152968.0,3324221.0,5879949.0,4171842.0,5064658.0,3599309.0,4291170.0,3681656.0,3049832.0,852269.0,4937362.0
6223.4012184,2042653.0,3345794.0,3758872.0,3960893.0,3073085.0,3154914.0,3327160.0,5883778.0,4165677.0,5063357.0,3601448.0,4294359.0,3684498.0,3052509.0,856595.0,4941810.0
6223.4012578,2046413.0,3353181.0,3764589.0,3969458.0,3083821.0,3167698.0,3339917.0,5895799.0,4175698.0,5071901.0,3608488.0,4304247.0,3695800.0,3064957.0,868920.0,4953309.0
6223.4012972,2053240.0,3357608.0,3771602.0,3974477.0,3085896.0,3166792.0,3336514.0,5889501.0,4180642.0,5076301.0,3615282.0,4308274.0,3697672.0,3063922.0,865677.0,4947319.0
6223.4013368,2050029.0,3350253.0,3759389.0,3959064.0,3069672.0,3151736.0,3322962.0,5878514.0,4175565.0,5068535.0,3602712.0,4292573.0,3681352.0,3048402.0,852008.0,4936445.0
6223.4013967,2042211.0,3345437.0,3757917.0,3959922.0,3072813.0,3155032.0,3325976.0,5881911.0,4164392.0,5063127.0,3600530.0,4293479.0,3683805.0,3052072.0,855016.0,4940007.0
6223.401438,2045437.0,3350584.0,3763234.0,3966136.0,3079981.0,3163533.0,3336482.0,5893069.0,4172088.0,5069655.0,3606818.0,4300647.0,3692600.0,3060904.0,865400.0,4950973.0
